FAMILY NAME;SPECIES/SUBSPECIES;GENUS NAME;SUBGENUS NAME;SPECIES NAME;SUBSPECIES NAME;AUTHORSHIP
Gryllidae;Tartarogryllus tartarus (Saussure, 1874);Tartarogryllus;;tartarus;;(Saussure, 1874)
Gryllidae;Trigonidium cicindeloides Rambur, 1839;Trigonidium;;cicindeloides;;Rambur, 1839
Gryllidae;Turanogryllus lateralis (Fieber, 1853);Turanogryllus;;lateralis;;(Fieber, 1853)
Gryllotalpidae;Gryllotalpa africana Palisot de Beauvois, 1805;Gryllotalpa;;africana;;Palisot de Beauvois, 1805
Gryllotalpidae;Gryllotalpa cossyrensis Baccetti & Capra, 1979;Gryllotalpa;;cossyrensis;;Baccetti & Capra, 1979
Gryllotalpidae;Gryllotalpa gryllotalpa (Linnaeus, 1758);Gryllotalpa;;gryllotalpa;;(Linnaeus, 1758)
Gryllotalpidae;Gryllotalpa krimbasi Baccetti, 1992;Gryllotalpa;;krimbasi;;Baccetti, 1992
Gryllotalpidae;Gryllotalpa octodecim Baccetti & Capra, 1979;Gryllotalpa;;octodecim;;Baccetti & Capra, 1979
Gryllotalpidae;Gryllotalpa quindecim Baccetti & Capra, 1979;Gryllotalpa;;quindecim;;Baccetti & Capra, 1979
Gryllotalpidae;Gryllotalpa robusta Townsend, 1983;Gryllotalpa;;robusta;;Townsend, 1983
Gryllotalpidae;Gryllotalpa sedecim Baccetti & Capra, 1979;Gryllotalpa;;sedecim;;Baccetti & Capra, 1979
Gryllotalpidae;Gryllotalpa septemdecimchromosomica Ortiz, 1958;Gryllotalpa;;septemdecimchromosomica;;Ortiz, 1958
Gryllotalpidae;Gryllotalpa stepposa Zhantiev, 1991;Gryllotalpa;;stepposa;;Zhantiev, 1991
Gryllotalpidae;Gryllotalpa unispina Saussure, 1874;Gryllotalpa;;unispina;;Saussure, 1874
Gryllotalpidae;Gryllotalpa viginti Baccetti & Capra, 1979;Gryllotalpa;;viginti;;Baccetti & Capra, 1979
Gryllotalpidae;Gryllotalpa vigintiunum Baccetti, 1991;Gryllotalpa;;vigintiunum;;Baccetti, 1991
Gryllotalpidae;Gryllotalpa vineae Bennet-Clark, 1970;Gryllotalpa;;vineae;;Bennet-Clark, 1970
Meconematidae;Canariola emarginata Newman, 1964;Canariola;;emarginata;;Newman, 1964
Meconematidae;Canariola nubigena (Krauss, 1892);Canariola;;nubigena;;(Krauss, 1892)
Meconematidae;Canariola willemsei Morales Agacino, 1959;Canariola;;willemsei;;Morales Agacino, 1959
Meconematidae;Cyrtaspis scutata (Charpentier, 1825);Cyrtaspis;;scutata;;(Charpentier, 1825)
Meconematidae;Meconema meridionale A. Costa, 1860;Meconema;;meridionale;;A. Costa, 1860
Meconematidae;Meconema thalassinum (De Geer, 1773);Meconema;;thalassinum;;(De Geer, 1773)
Meconematidae;Phlugiola dahlemica Eichler, 1938;Phlugiola;;dahlemica;;Eichler, 1938
Mogoplistidae;Arachnocephalus vestitus Costa, 1855;Arachnocephalus;;vestitus;;Costa, 1855
Mogoplistidae;Cycloptiloides canariensis (Bolívar, 1914);Cycloptiloides;;canariensis;;(Bolívar, 1914)
Mogoplistidae;Cycloptiloides orientalis Chopard, 1925;Cycloptiloides;;orientalis;;Chopard, 1925
Mogoplistidae;Mogoplistes brunneus Serville, 1839;Mogoplistes;;brunneus;;Serville, 1839
Mogoplistidae;Mogoplistes kinzelbachi Harz, 1976;Mogoplistes;;kinzelbachi;;Harz, 1976
Mogoplistidae;Paramogoplistes dentatus Gorokhov & Llorente, 2001;Paramogoplistes;;dentatus;;Gorokhov & Llorente, 2001
Mogoplistidae;Paramogoplistes novaki (Krauss, 1888);Paramogoplistes;;novaki;;(Krauss, 1888)
Mogoplistidae;Pseudomogoplistes byzantius Gorochov, 1995;Pseudomogoplistes;;byzantius;;Gorochov, 1995
Mogoplistidae;Pseudomogoplistes madeirae Gorochov & Marshall, 2001;Pseudomogoplistes;;madeirae;;Gorochov & Marshall, 2001
Mogoplistidae;Pseudomogoplistes squamiger (Fischer, 1853);Pseudomogoplistes;;squamiger;;(Fischer, 1853)
Mogoplistidae;Pseudomogoplistes vicentae Gorochov, 1996;Pseudomogoplistes;;vicentae;;Gorochov, 1996
Myrmecophilidae;Myrmecophilus acervorum (Panzer, 1799);Myrmecophilus;;acervorum;;(Panzer, 1799)
Myrmecophilidae;Myrmecophilus aequispina (Chopard, 1923);Myrmecophilus;;aequispina;;(Chopard, 1923)
Myrmecophilidae;Myrmecophilus baronii Baccetti, 1966;Myrmecophilus;;baronii;;Baccetti, 1966
Myrmecophilidae;Myrmecophilus hirticaudus (Fischer de Waldheim, 1846);Myrmecophilus;;hirticaudus;;(Fischer de Waldheim, 1846)
Myrmecophilidae;Myrmecophilus myrmecophilus (Savi, 1819);Myrmecophilus;;myrmecophilus;;(Savi, 1819)
Myrmecophilidae;Myrmecophilus ochraceus (Fischer, 1853);Myrmecophilus;;ochraceus;;(Fischer, 1853)
Myrmecophilidae;Myrmecophilus salomonis (Wasmann, 1890);Myrmecophilus;;salomonis;;(Wasmann, 1890)
Myrmecophilidae;Myrmecophilus termitophilus (Maran, 1959);Myrmecophilus;;termitophilus;;(Maran, 1959)
Myrmecophilidae;Myrmecophilus zorae (Karaman, 1963);Myrmecophilus;;zorae;;(Karaman, 1963)
Pamphagidae;Acinipe affinis (Fischer, 1853);Acinipe;;affinis;;(Fischer, 1853)
Pamphagidae;Acinipe calabra (Costa, 1828);Acinipe;;calabra;;(Costa, 1828)
Pamphagidae;Acinipe comptei Llorente, 1978;Acinipe;;comptei;;Llorente, 1978
Pamphagidae;Acinipe deceptoria (Bolívar, 1878);Acinipe;;deceptoria;;(Bolívar, 1878)
Pamphagidae;Acinipe galvagnii Cusimano & Massa, 1977;Acinipe;;galvagnii;;Cusimano & Massa, 1977
Pamphagidae;Acinipe hesperica Rambur, 1838;Acinipe;;hesperica;;Rambur, 1838
Pamphagidae;Acinipe ignatii Presa, 1983;Acinipe;;ignatii;;Presa, 1983
Pamphagidae;Acinipe paulinoi (Saussure, 1887);Acinipe;;paulinoi;;(Saussure, 1887)
Pamphagidae;Acinipe perisi Presa, 1883;Acinipe;;perisi;;Presa, 1883
Pamphagidae;Acinipe segurensis (Bolívar, 1908);Acinipe;;segurensis;;(Bolívar, 1908)
Pamphagidae;Acinipe tibialis (Fieber, 1853);Acinipe;;tibialis;;(Fieber, 1853)
Pamphagidae;Acrostira bellamyi (Uvarov, 1922);Acrostira;;bellamyi;;(Uvarov, 1922)
Pamphagidae;Acrostira euphorbiae Garcia-Becerra & Oromi, 1992;Acrostira;;euphorbiae;;Garcia-Becerra & Oromi, 1992
Pamphagidae;Acrostira tamarani Báez, 1984;Acrostira;;tamarani;;Báez, 1984
Pamphagidae;Asiotmethis limbatus (Charpentier, 1845);Asiotmethis;;limbatus;;(Charpentier, 1845)
Pamphagidae;Asiotmethis muricatus (Pallas, 1771);Asiotmethis;;muricatus;;(Pallas, 1771)
Pamphagidae;Asiotmethis tauricus (Tarbinsky, 1930);Asiotmethis;;tauricus;;(Tarbinsky, 1930)
Pamphagidae;Eumigus ayresi Bolívar, 1912;Eumigus;;ayresi;;Bolívar, 1912
Pamphagidae;Eumigus cucullatus (Bolívar, 1878);Eumigus;;cucullatus;;(Bolívar, 1878)
Pamphagidae;Eumigus monticolus (Rambur, 1838);Eumigus;;monticolus;;(Rambur, 1838)
Pamphagidae;Eumigus punctatus (Bolívar, 1902);Eumigus;;punctatus;;(Bolívar, 1902)
Pamphagidae;Eumigus rubioi Harz, 1973;Eumigus;;rubioi;;Harz, 1973
Pamphagidae;Euryparyphes bolivari (Stal, 1876);Euryparyphes;;bolivari;;(Stal, 1876)
Pamphagidae;Euryparyphes stali (Bormans, 1879);Euryparyphes;;stali;;(Bormans, 1879)
Pamphagidae;Euryparyphes terrulentus (Serville, 1839);Euryparyphes;;terrulentus;;(Serville, 1839)
Pamphagidae;Glyphanus obtusus Fieber, 1853;Glyphanus;;obtusus;;Fieber, 1853
Pamphagidae;Glyphotmethis escherichi (Krauss, 1896);Glyphotmethis;;escherichi;;(Krauss, 1896)
Pamphagidae;Glyphotmethis heldreichi (Brunner von Wattenwyl, 1882);Glyphotmethis;;heldreichi;;(Brunner von Wattenwyl, 1882)
Pamphagidae;Kurtharzia nugatoria (Navas, 1908);Kurtharzia;;nugatoria;;(Navas, 1908)
Pamphagidae;Kurtharzia sulcata (Bolívar, 1912);Kurtharzia;;sulcata;;(Bolívar, 1912)
Pamphagidae;Ocneridia nigropunctata (Lucas, 1849);Ocneridia;;nigropunctata;;(Lucas, 1849)
Pamphagidae;Ocnerodes brunneri (Bolívar, 1876);Ocnerodes;;brunneri;;(Bolívar, 1876)
Pamphagidae;Ocnerodes fallaciosus Bolívar, 1912;Ocnerodes;;fallaciosus;;Bolívar, 1912
Pamphagidae;Ocnerodes prosternalis Bolívar, 1912;Ocnerodes;;prosternalis;;Bolívar, 1912
Pamphagidae;Ocnerodes soleri Llorente & Presa, 1983;Ocnerodes;;soleri;;Llorente & Presa, 1983
Pamphagidae;Orchamus gracilis (Brunner von Wattenwyl, 1882);Orchamus;;gracilis;;(Brunner von Wattenwyl, 1882)
Pamphagidae;Orchamus raulinii (Lucas, 1854);Orchamus;;raulinii;;(Lucas, 1854)
Pamphagidae;Orchamus yersini (Brunner von Wattenwyl, 1882);Orchamus;;yersini;;(Brunner von Wattenwyl, 1882)
Pamphagidae;Pamphagus marmoratus Burmeister, 1838;Pamphagus;;marmoratus;;Burmeister, 1838
Pamphagidae;Pamphagus ortolaniae Cusimano & Massa, 1977;Pamphagus;;ortolaniae;;Cusimano & Massa, 1977
Pamphagidae;Pamphagus sardeus Herrich-Schäffer, 1840;Pamphagus;;sardeus;;Herrich-Schäffer, 1840
Pamphagidae;Paranocaracris bulgaricus (Ebner & Drenowski, 1930);Paranocaracris;;bulgaricus;;(Ebner & Drenowski, 1930)
Pamphagidae;Paranocarodes chopardi Peshev, 1965;Paranocarodes;;chopardi;;Peshev, 1965
Pamphagidae;Paranocarodes fieberi (Brunner von Wattenwyl, 1882);Paranocarodes;;fieberi;;(Brunner von Wattenwyl, 1882)
Pamphagidae;Paranocarodes straubei (Fieber, 1853);Paranocarodes;;straubei;;(Fieber, 1853)
Pamphagidae;Prionotropis appula (Costa, 1836);Prionotropis;;appula;;(Costa, 1836)
Pamphagidae;Prionotropis flexuosa (Serville, 1839);Prionotropis;;flexuosa;;(Serville, 1839)
Pamphagidae;Prionotropis hystrix (Germar, 1817);Prionotropis;;hystrix;;(Germar, 1817)
Pamphagidae;Prionotropis rhodanica Uvarov, 1923;Prionotropis;;rhodanica;;Uvarov, 1923
Pamphagidae;Purpuraria erna Enderlein, 1929;Purpuraria;;erna;;Enderlein, 1929
Phaneropteridae;Acrometopa cretensis Ramme, 1927;Acrometopa;;cretensis;;Ramme, 1927
Phaneropteridae;Acrometopa servillea italica Ramme, 1927;Acrometopa;;servillea;italica;Ramme, 1927
Phaneropteridae;Acrometopa servillea macropoda (Burmeister, 1838);Acrometopa;;servillea;macropoda;(Burmeister, 1838)
Phaneropteridae;Acrometopa servillea servillea (Brullé, 1832);Acrometopa;;servillea;servillea;(Brullé, 1832)
Phaneropteridae;Acrometopa servillea (Brullé, 1832);Acrometopa;;servillea;;(Brullé, 1832)
Phaneropteridae;Acrometopa syriaca Brunner von Wattenwyl, 1878;Acrometopa;;syriaca;;Brunner von Wattenwyl, 1878
Phaneropteridae;Ancistrura nigrovittata (Brunner von Wattenwyl, 1878);Ancistrura;;nigrovittata;;(Brunner von Wattenwyl, 1878)
Phaneropteridae;Andreiniimon nuptialis (Karny, 1918);Andreiniimon;;nuptialis;;(Karny, 1918)
Phaneropteridae;Barbitistes constrictus Brunner von Wattenwyl, 1878;Barbitistes;;constrictus;;Brunner von Wattenwyl, 1878
Phaneropteridae;Barbitistes fischeri (Yersin, 1854);Barbitistes;;fischeri;;(Yersin, 1854)
Phaneropteridae;Barbitistes kaltenbachi Harz, 1965;Barbitistes;;kaltenbachi;;Harz, 1965
Phaneropteridae;Barbitistes obtusus Targioni-Tozzetti, 1881;Barbitistes;;obtusus;;Targioni-Tozzetti, 1881
Phaneropteridae;Barbitistes ocskayi Charpentier, 1850;Barbitistes;;ocskayi;;Charpentier, 1850
Phaneropteridae;Barbitistes serricauda (Fabricius, 1798);Barbitistes;;serricauda;;(Fabricius, 1798)
Phaneropteridae;Barbitistes vicetinus Galvagni & Fontana, 1993;Barbitistes;;vicetinus;;Galvagni & Fontana, 1993
Phaneropteridae;Barbitistes yersini Brunner von Wattenwyl, 1878;Barbitistes;;yersini;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya amplipennis Brunner von Wattenwyl, 1878;Isophya;;amplipennis;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya andreevae Peshev, 1981;Isophya;;andreevae;;Peshev, 1981
Phaneropteridae;Isophya beybienkoi Maran, 1958;Isophya;;beybienkoi;;Maran, 1958
Phaneropteridae;Isophya boldyrevi Miram, 1938;Isophya;;boldyrevi;;Miram, 1938
Phaneropteridae;Isophya brevicauda Ramme, 1931;Isophya;;brevicauda;;Ramme, 1931
Phaneropteridae;Isophya brevipennis Brunner von Wattenwyl, 1878;Isophya;;brevipennis;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya brunneri Retowski, 1888;Isophya;;brunneri;;Retowski, 1888
Phaneropteridae;Isophya bureschi Peshev, 1959;Isophya;;bureschi;;Peshev, 1959
Phaneropteridae;Isophya camptoxypha (Fieber, 1853);Isophya;;camptoxypha;;(Fieber, 1853)
Phaneropteridae;Isophya costata Brunner von Wattenwyl, 1878;Isophya;;costata;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya dobrogensis Kis, 1994;Isophya;;dobrogensis;;Kis, 1994
Phaneropteridae;Isophya doneciana Bey-Bienko, 1954;Isophya;;doneciana;;Bey-Bienko, 1954
Phaneropteridae;Isophya gulae Peshev, 1981;Isophya;;gulae;;Peshev, 1981
Phaneropteridae;Isophya harzi Kis, 1960;Isophya;;harzi;;Kis, 1960
Phaneropteridae;Isophya hospodar (Saussure, 1898);Isophya;;hospodar;;(Saussure, 1898)
Phaneropteridae;Isophya kisi Peshev, 1981;Isophya;;kisi;;Peshev, 1981
Phaneropteridae;Isophya kraussii Brunner von Wattenwyl, 1878;Isophya;;kraussii;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya lemnotica Werner, 1932;Isophya;;lemnotica;;Werner, 1932
Phaneropteridae;Isophya leonorae Kaltenbach, 1965;Isophya;;leonorae;;Kaltenbach, 1965
Phaneropteridae;Isophya mavromoustakisi Uvarov, 1936;Isophya;;mavromoustakisi;;Uvarov, 1936
Phaneropteridae;Isophya miksici Peshev, 1985;Isophya;;miksici;;Peshev, 1985
Phaneropteridae;Isophya modesta (Frivaldskyi, 1867);Isophya;;modesta;;(Frivaldskyi, 1867)
Phaneropteridae;Isophya modestior Brunner von Wattenwyl, 1882;Isophya;;modestior;;Brunner von Wattenwyl, 1882
Phaneropteridae;Isophya obtusa Brunner von Wattenwyl, 1882;Isophya;;obtusa;;Brunner von Wattenwyl, 1882
Phaneropteridae;Isophya pavelii Brunner von Wattenwyl, 1882;Isophya;;pavelii;;Brunner von Wattenwyl, 1882
Phaneropteridae;Isophya petkovi Peshev, 1959;Isophya;;petkovi;;Peshev, 1959
Phaneropteridae;Isophya pienensis Maran, 1954;Isophya;;pienensis;;Maran, 1954
Phaneropteridae;Isophya plevnensis Peshev, 1985;Isophya;;plevnensis;;Peshev, 1985
Phaneropteridae;Isophya posthumoidalis Bazyluk, 1971;Isophya;;posthumoidalis;;Bazyluk, 1971
Phaneropteridae;Isophya pravdini Peshev, 1985;Isophya;;pravdini;;Peshev, 1985
Phaneropteridae;Isophya pyrenaea (Serville, 1839);Isophya;;pyrenaea;;(Serville, 1839)
Phaneropteridae;Isophya rammei Peshev, 1981;Isophya;;rammei;;Peshev, 1981
Phaneropteridae;Isophya rectipennis Brunner von Wattenwyl, 1878;Isophya;;rectipennis;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya rhodopensis Ramme, 1951;Isophya;;rhodopensis;;Ramme, 1951
Phaneropteridae;Isophya rossica Bey-Bienko, 1954;Isophya;;rossica;;Bey-Bienko, 1954
Phaneropteridae;Isophya speciosa (Frivaldsky, 1867);Isophya;;speciosa;;(Frivaldsky, 1867)
Phaneropteridae;Isophya stepposa Bey-Bienko, 1954;Isophya;;stepposa;;Bey-Bienko, 1954
Phaneropteridae;Isophya straubei (Fieber, 1853);Isophya;;straubei;;(Fieber, 1853)
Phaneropteridae;Isophya stysi Cejchan, 1957;Isophya;;stysi;;Cejchan, 1957
Phaneropteridae;Isophya taurica Brunner von Wattenwyl, 1878;Isophya;;taurica;;Brunner von Wattenwyl, 1878
Phaneropteridae;Isophya thracica Karabag, 1962;Isophya;;thracica;;Karabag, 1962
Phaneropteridae;Isophya tosevski Pavicevic, 1983;Isophya;;tosevski;;Pavicevic, 1983
Phaneropteridae;Isophya zubowskii Bey-Bienko, 1954;Isophya;;zubowskii;;Bey-Bienko, 1954
Phaneropteridae;Leptophyes albovittata (Kollar, 1833);Leptophyes;;albovittata;;(Kollar, 1833)
Phaneropteridae;Leptophyes boscii Fieber, 1853;Leptophyes;;boscii;;Fieber, 1853
Phaneropteridae;Leptophyes discoidalis (Frivaldsky, 1867);Leptophyes;;discoidalis;;(Frivaldsky, 1867)
Phaneropteridae;Leptophyes laticauda (Frivaldsky, 1867);Leptophyes;;laticauda;;(Frivaldsky, 1867)
Phaneropteridae;Leptophyes lisae Heller & F. Willemse, 1989;Leptophyes;;lisae;;Heller & F. Willemse, 1989
Phaneropteridae;Leptophyes punctatissima (Bosc, 1792);Leptophyes;;punctatissima;;(Bosc, 1792)
Phaneropteridae;Metaplastes ippolitoi La Greca, 1948;Metaplastes;;ippolitoi;;La Greca, 1948
Phaneropteridae;Metaplastes oertzeni (Brunner von Wattenwyl, 1891);Metaplastes;;oertzeni;;(Brunner von Wattenwyl, 1891)
Phaneropteridae;Metaplastes ornatus (Ramme, 1931);Metaplastes;;ornatus;;(Ramme, 1931)
Phaneropteridae;Metaplastes pulchripennis (Costa, 1863);Metaplastes;;pulchripennis;;(Costa, 1863)
Phaneropteridae;Odontura arcuata Messina, 1981;Odontura;;arcuata;;Messina, 1981
Phaneropteridae;Odontura aspericauda Rambur, 1839;Odontura;;aspericauda;;Rambur, 1839
Phaneropteridae;Odontura borrei Bolívar, 1878;Odontura;;borrei;;Bolívar, 1878
Phaneropteridae;Odontura calaritana Costa, 1883;Odontura;;calaritana;;Costa, 1883
Phaneropteridae;Odontura festai Baccetti, 1991;Odontura;;festai;;Baccetti, 1991
Phaneropteridae;Odontura glabricauda (Charpentier, 1825);Odontura;;glabricauda;;(Charpentier, 1825)
Phaneropteridae;Odontura macphersoni Morales Agacino, 1943;Odontura;;macphersoni;;Morales Agacino, 1943
Phaneropteridae;Odontura stenoxypha (Fieber, 1853);Odontura;;stenoxypha;;(Fieber, 1853)
Phaneropteridae;Phaneroptera falcata (Poda, 1761);Phaneroptera;;falcata;;(Poda, 1761)
Phaneropteridae;Phaneroptera gracilis Burmeister, 1838;Phaneroptera;;gracilis;;Burmeister, 1838
Phaneropteridae;Phaneroptera nana Fieber, 1853;Phaneroptera;;nana;;Fieber, 1853
Phaneropteridae;Phaneroptera sparsa Stal, 1857;Phaneroptera;;sparsa;;Stal, 1857
Phaneropteridae;Poecilimon aegaeus Werner, 1932;Poecilimon;;aegaeus;;Werner, 1932
Phaneropteridae;Poecilimon affinis (Frivaldsky, 1867);Poecilimon;;affinis;;(Frivaldsky, 1867)
Phaneropteridae;Poecilimon amissus Brunner von Wattenwyl, 1878;Poecilimon;;amissus;;Brunner von Wattenwyl, 1878
Phaneropteridae;Poecilimon ampliatus Brunner von Wattenwyl, 1878;Poecilimon;;ampliatus;;Brunner von Wattenwyl, 1878
Phaneropteridae;Poecilimon anatolicus Ramme, 1933;Poecilimon;;anatolicus;;Ramme, 1933
Phaneropteridae;Poecilimon artedentatus Heller, 1984;Poecilimon;;artedentatus;;Heller, 1984
Phaneropteridae;Poecilimon athos Tilmans, F. Willemse & L. Willemse, 1989;Poecilimon;;athos;;Tilmans, F. Willemse & L. Willemse, 1989
Phaneropteridae;Poecilimon belasicensis Popov, 1997;Poecilimon;;belasicensis;;Popov, 1997
Phaneropteridae;Poecilimon beybienkoi Tarbinski, 1932;Poecilimon;;beybienkoi;;Tarbinski, 1932
Phaneropteridae;Poecilimon bidens Retowski, 1889;Poecilimon;;bidens;;Retowski, 1889
Phaneropteridae;Poecilimon boldyrevi Miram, 1938;Poecilimon;;boldyrevi;;Miram, 1938
Phaneropteridae;Poecilimon bosphoricus Brunner von Wattenwyl, 1878;Poecilimon;;bosphoricus;;Brunner von Wattenwyl, 1878
Phaneropteridae;Poecilimon brunneri (Frivaldsky, 1867);Poecilimon;;brunneri;;(Frivaldsky, 1867)
Phaneropteridae;Poecilimon chopardi Ramme, 1933;Poecilimon;;chopardi;;Ramme, 1933
Phaneropteridae;Poecilimon cretensis Werner, 1903;Poecilimon;;cretensis;;Werner, 1903
Phaneropteridae;Poecilimon deplanatus Brunner von Wattenwyl, 1891;Poecilimon;;deplanatus;;Brunner von Wattenwyl, 1891
Phaneropteridae;Poecilimon ebneri Ramme, 1933;Poecilimon;;ebneri;;Ramme, 1933
Phaneropteridae;Poecilimon elegans Brunner von Wattenwyl, 1878;Poecilimon;;elegans;;Brunner von Wattenwyl, 1878
Phaneropteridae;Poecilimon erimanthos F. Willemse & Heller, 1992;Poecilimon;;erimanthos;;F. Willemse & Heller, 1992
Phaneropteridae;Poecilimon fussii Brunner von Wattenwyl, 1878;Poecilimon;;fussii;;Brunner von Wattenwyl, 1878
Phaneropteridae;Poecilimon gracilioides F. Willemse & Heller, 1992;Poecilimon;;gracilioides;;F. Willemse & Heller, 1992
Phaneropteridae;Poecilimon gracilis (Fieber, 1853);Poecilimon;;gracilis;;(Fieber, 1853)
Phaneropteridae;Poecilimon hamatus Brunner von Wattenwyl, 1878;Poecilimon;;hamatus;;Brunner von Wattenwyl, 1878
Phaneropteridae;Poecilimon harzi Peshev, 1980;Poecilimon;;harzi;;Peshev, 1980
Phaneropteridae;Poecilimon heinrichi (Ramme, 1951);Poecilimon;;heinrichi;;(Ramme, 1951)
Phaneropteridae;Poecilimon heroicus Shchelkanovtsev, 1911;Poecilimon;;heroicus;;Shchelkanovtsev, 1911
Phaneropteridae;Poecilimon hoelzeli Harz, 1966;Poecilimon;;hoelzeli;;Harz, 1966
Phaneropteridae;Poecilimon ikariensis F. Willemse, 1982;Poecilimon;;ikariensis;;F. Willemse, 1982
Phaneropteridae;Poecilimon intermedius (Fieber, 1853);Poecilimon;;intermedius;;(Fieber, 1853)
Phaneropteridae;Poecilimon jonicus jonicus (Fieber, 1853);Poecilimon;;jonicus;jonicus;(Fieber, 1853)
Phaneropteridae;Poecilimon jonicus lobulatus F. Willemse, 1982;Poecilimon;;jonicus;lobulatus;F. Willemse, 1982
Phaneropteridae;Poecilimon jonicus superbus (Fischer, 1853);Poecilimon;;jonicus;superbus;(Fischer, 1853)
Phaneropteridae;Poecilimon jonicus tessellatus (Fischer, 1853);Poecilimon;;jonicus;tessellatus;(Fischer, 1853)
Phaneropteridae;Poecilimon jonicus (Fieber, 1853);Poecilimon;;jonicus;;(Fieber, 1853)
Phaneropteridae;Poecilimon kisi Peshev, 1980;Poecilimon;;kisi;;Peshev, 1980
Phaneropteridae;Poecilimon klisuriensis F. Willemse, 1982;Poecilimon;;klisuriensis;;F. Willemse, 1982
Phaneropteridae;Poecilimon kusnezovi Miram, 1929;Poecilimon;;kusnezovi;;Miram, 1929
Phaneropteridae;Poecilimon laevissimus (Fischer, 1853);Poecilimon;;laevissimus;;(Fischer, 1853)
Phaneropteridae;Poecilimon macedonicus Ramme, 1926;Poecilimon;;macedonicus;;Ramme, 1926
Phaneropteridae;Poecilimon mariannae F. Willemse & Heller, 1992;Poecilimon;;mariannae;;F. Willemse & Heller, 1992
Phaneropteridae;Poecilimon marmaraensis Naskrecki, 1991;Poecilimon;;marmaraensis;;Naskrecki, 1991
